SKU,NAME,Est. Monthly,MAX,January-20,February-20,March-20,April-20,May-20,May-19,June-19,July-19,August-19,September-19,October-19,November-19,December-19,Vendor,Case Lot,Category
H07628,SMOK T-Storm Mod 7-Color Black,202,202,202,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07629,SMOK A-Priv Mod Black Red,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07630,SMOK A-Priv Mod Prism Gold,10,19,19,0,1,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07631,SMOK A-Priv Mod Prism Chrome,10,19,19,0,1,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07632,SMOK A-Priv Mod Purple,13,43,43,5,1,1,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07633,SMOK A-Priv Mod Prism Blue,30,58,58,0,0,2,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07634,SMOK A-Priv Mod Prism Gunmetal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07635,SMOK A-Priv Mod Prism Rainbow,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07636,SMOK A-Priv Mod Red,7,12,12,0,1,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07637,SMOK A-Priv Mod Auto Pink,35,49,49,21,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07638,SMOK A-Priv Mod Black Prism,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07639,SMOK D-Barrel Mod Black Red,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07640,SMOK D-Barrel Mod Black 7-Color,36,88,88,5,42,8,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07641,Airistech Airis Janus Kit Blue,13,22,10,7,12,13,22,0,0,0,0,0,0,0,0,Airistech,,Alternatives
H07642,Airistech Airis Janus Kit Pink,9,16,8,0,3,7,16,0,0,0,0,0,0,0,0,Airistech,,Alternatives
H07643,Airistech Airis Janus Kit Purple,9,15,9,0,4,9,15,0,0,0,0,0,0,0,0,Airistech,,Alternatives
H07644,Airistech Airis Janus Kit Rainbow,16,26,9,8,13,25,26,0,0,0,0,0,0,0,0,Airistech,,Alternatives
H07648,Airistech Mystica 2 Alternative Vaporizer Blue,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Airistech,,Alternatives
H07657,Horizon Magico Pod Kit Rainbow,25,32,17,32,0,0,0,0,0,0,0,0,0,0,0,Horizon,,Pod Device
H07658,Horizon Magico Pod Cartridge Blue,5,6,6,3,0,6,6,0,0,0,0,0,0,0,0,Horizon,,Pods & Cartridges
H07659,Horizon Magico Pod Cartridge Rose Gold,3,4,1,2,3,4,3,0,0,0,0,0,0,0,0,Horizon,,Pods & Cartridges
H07660,Horizon Magico Pod Cartridge Red,4,6,1,0,0,5,6,0,0,0,0,0,0,0,0,Horizon,,Pods & Cartridges
H07661,Horizon Magico Pod Cartridge Green,2,4,1,1,0,4,3,0,0,0,0,0,0,0,0,Horizon,,Pods & Cartridges
H07662,Horizon Magico Pod Cartridge CARBON Black,6,7,5,6,6,7,4,0,0,0,0,0,0,0,0,Horizon,,Pods & Cartridges
H07663,Horizon Magico Pod Cartridge Rainbow,6,12,2,12,0,7,3,0,0,0,0,0,0,0,0,Horizon,,Pods & Cartridges
H07665,GeekVape Aegis Legend Kit Limited Edition Zeus Black,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07670,GeekVape Mesh Z1 0.4ohm Coil (Pack of 5),1519,2086,1813,1593,229,1873,2086,0,0,0,0,0,0,0,0,GeekVape,,Coils
H07671,GeekVape Mesh Z2 0.2ohm Coil (Pack of 5),1172,2837,2837,613,10,1553,845,0,0,0,0,0,0,0,0,GeekVape,,Coils
H07672,Podbay Power Bank 1500mAh Charger JUUL-Compatible,35,69,69,16,19,0,0,0,0,0,0,0,0,0,0,Greensun,,Chargers
H07677,YiHi SXmini MX Class Silicone Sleeve Black,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,YiHi,,Accessories
H07678,YiHi SXmini MX Class Silicone Sleeve Blue,16,29,29,0,20,5,10,0,0,0,0,0,0,0,0,YiHi,,Accessories
H07683,SMOK RPM40 Pod Device Kit Bright Black,257,746,746,49,50,0,181,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07684,SMOK RPM40 Pod Device Kit Prism Chrome,138,410,410,72,30,109,68,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07685,SMOK RPM40 Pod Device Kit Purple Red,82,133,0,0,5,133,108,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07686,SMOK RPM40 Pod Device Kit Prism Gold,140,218,186,218,129,27,0,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07687,SMOK RPM40 Pod Device Kit Prism Rainbow,227,438,425,438,117,50,104,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07688,SMOK RPM40 Pod Device Kit White,116,390,390,25,61,68,35,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07689,SMOK RPM40 Pod Device Kit Orange,82,175,127,175,57,43,8,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07690,SMOK RPM40 Pod Device Kit Green,238,429,389,429,300,42,28,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07691,SMOK RPM40 Mesh Coil 0.4ohm (Pack of 5),2046,2725,2052,1939,2725,1946,1570,0,0,0,0,0,0,0,0,SMOK,,Coils
H07692,SMOK RPM40 Triple Coil 0.6ohm (Pack of 5),769,1305,555,735,959,1305,290,0,0,0,0,0,0,0,0,SMOK,,Coils
H07693,SMOK RPM40 Quartz Coil 1.2ohm (Pack of 5),435,1237,373,137,326,1237,103,0,0,0,0,0,0,0,0,SMOK,,Coils
H07694,SMOK RPM40 SC Coil 1.0ohm (Pack of 5),321,500,277,70,300,500,458,0,0,0,0,0,0,0,0,SMOK,,Coils
H07695,Aspire Breeze NXT Pod Device Kit Black,37,56,43,56,56,5,24,0,0,0,0,0,0,0,0,Aspire,,Pod Device
H07696,Aspire Breeze NXT Pod Device Kit White,30,49,23,42,49,15,20,0,0,0,0,0,0,0,0,Aspire,,Pod Device
H07697,Aspire Breeze NXT Pod Device Kit Red,23,43,16,43,33,10,12,0,0,0,0,0,0,0,0,Aspire,,Pod Device
H07698,Aspire Breeze NXT Mesh Coil 0.8ohm (Pack of 3),250,503,194,286,503,17,0,0,0,0,0,0,0,0,0,Aspire,,Coils
H07699,Lost Vape Lyra Pod + Coil Black,38,90,49,1,0,90,10,0,0,0,0,0,0,0,0,Lost Vape,,Pods & Cartridges
H07700,Lost Vape Lyra Pod + Coil Blue,60,91,61,84,91,39,25,0,0,0,0,0,0,0,0,Lost Vape,,Pods & Cartridges
H07701,Lost Vape Lyra Pod + Coil Green,36,50,32,47,50,25,25,0,0,0,0,0,0,0,0,Lost Vape,,Pods & Cartridges
H07702,Horizon Falcon 80W Kit Carbon Black,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,Horizon,,Kits
H07703,Horizon Falcon 80W Kit Stainless Steel,179,179,179,0,0,0,0,0,0,0,0,0,0,0,0,Horizon,,Kits
H07704,Horizon Falcon 80W Kit Rainbow,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,Horizon,,Kits
H07705,Horizon Falcon 80W Kit Purple,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,Horizon,,Kits
H07706,Horizon Falcon 80W Kit Blue,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,Horizon,,Kits
H07710,SMOK TFV16 Tank Replacement Bulb #9,186,479,479,74,4,0,0,0,0,0,0,0,0,0,0,SMOK,,Replacement Glass
H07711,SMOK Nord Pod Device Kit Brick Red Shell,80,168,34,15,73,109,168,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07712,SMOK Nord Pod Device Kit 7-Color Shell,91,153,148,153,146,5,1,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07713,SMOK Nord Pod Device Kit 7-Color Oil Painting,100,224,102,50,124,224,1,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07715,The Kush Box Alternative Vaporizer Blue,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,Vios Vape,,Alternatives
H07716,The Kush Box Alternative Vaporizer Purple,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,Vios Vape,,Alternatives
H07717,The Kush Box Alternative Vaporizer White,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,Vios Vape,,Alternatives
H07718,YoCan UNI Mod Blue,36,68,16,68,58,0,1,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H07736,OBS Land Pod Device Kit Black,22,43,43,0,1,0,0,0,0,0,0,0,0,0,0,OBS,,Pod Device
H07737,OBS Land Pod Device Kit Original,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OBS,,Pod Device
H07738,OBS Land Pod Cartridge (Pack of 3),132,132,132,0,0,0,0,0,0,0,0,0,0,0,0,OBS,,Pods & Cartridges
H07739,VooPoo Vinci Pod Device Kit Dazzling Green,31,72,72,43,2,20,19,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07740,VooPoo Vinci Pod Device Kit Space Gray,68,109,109,0,0,0,26,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07741,VooPoo Vinci Pod Device Kit Carbon Fiber,61,139,139,9,39,0,58,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07742,VooPoo Vinci Pod Device Kit Aurora,45,68,68,37,0,0,29,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07743,VooPoo Vinci Pod Device Kit Peacock,25,67,67,8,4,2,43,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07744,VooPoo Vinci Pod Device Kit Scarlet,22,47,47,0,4,0,16,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07745,VooPoo Vinci Pod Device Kit Ink,64,95,95,0,0,0,32,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07746,VooPoo Vinci Pod Device Kit Opal,31,43,43,0,0,0,18,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07747,VooPoo Vinci Pod Device Kit Hill Yellow,14,37,37,12,2,13,6,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07748,VooPoo Vinci Pod Device Kit Jade Green,18,38,38,0,4,14,15,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07749,VooPoo Vinci R Pod Device Kit Dazzling Green,7,11,6,9,1,0,11,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07750,VooPoo Vinci R Pod Device Kit Space Grey,6,13,13,6,1,0,5,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07751,VooPoo Vinci R Pod Device Kit Carbon Fiber,11,15,15,6,0,0,11,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07752,VooPoo Vinci R Pod Device Kit Aurora,25,34,31,34,0,0,9,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07753,VooPoo Vinci R Pod Device Kit Peacock,5,6,5,6,0,0,5,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07754,VooPoo Vinci R Pod Device Kit Scarlet,6,8,4,7,0,0,8,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07755,VooPoo Vinci R Pod Device Kit Ink,7,14,7,6,1,0,14,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07756,VooPoo Vinci R Pod Device Kit Opal,8,16,8,1,0,0,16,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07757,VooPoo Vinci R Pod Device Kit Hill Yellow,6,13,13,4,3,0,3,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07758,VooPoo Vinci R Pod Device Kit Jade Green,6,10,10,9,1,0,4,0,0,0,0,0,0,0,0,VOOPOO,,Pod Device
H07759,Innokin Kroma A Zenith Kit Red,5,9,9,3,3,0,0,0,0,0,0,0,0,0,0,Innokin,,Kits
H07760,Innokin Kroma A Zenith Kit Blue,5,10,10,2,3,0,0,0,0,0,0,0,0,0,0,Innokin,,Kits
H07761,Innokin Kroma A Zenith Kit Purple,7,11,11,3,0,0,0,0,0,0,0,0,0,0,0,Innokin,,Kits
H07762,Innokin Zenith Plexus Coil 0.5ohm (Pack of 5),50,91,91,9,0,0,0,0,0,0,0,0,0,0,0,Innokin,,Coils
H07763,Innokin Zenith Coil 1.6ohm (Pack of 5),100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,Innokin,,Coils
H07764,Innokin Zenith Coil 0.8ohm (Pack of 5),100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,Innokin,,Coils
H07774,The Bullet Pod Device Black,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Bullet Vape,,Pod Device
H07777,GeekVape Bident Pod 0.8ohm (Pack of 2),84,119,58,90,119,67,0,0,0,0,0,0,0,0,0,GeekVape,,Pods & Cartridges
H07778,GeekVape Bident Pod 1.2ohm (Pack of 2),113,330,42,65,120,330,9,0,0,0,0,0,0,0,0,GeekVape,,Pods & Cartridges
H07785,GeekVape Aegis Legend Mod Limited Edition Zeus Black,181,290,290,243,11,0,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07786,GeekVape Aegis Legend Mod Limited Edition Zeus Rainbow,201,271,263,271,69,0,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07787,GeekVape Aegis Legend Mod Limited Edition Zeus Gold,97,171,171,119,1,0,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07788,GeekVape Aegis Legend Mod Limited Edition Zeus Blue,113,228,228,110,2,0,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07789,Hohm SCHOOL 4A 4-Slot Battery Charger,35,80,11,9,25,80,49,0,0,0,0,0,0,0,0,HohmTech,,Chargers
H07790,Lost Vape Orion Plus Kit Black Stabwood,157,157,157,0,0,0,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07791,Lost Vape Orion Plus Kit Silver Stabwood,116,212,212,20,0,0,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07792,Lost Vape Orion Plus Kit Gold Stabwood,105,205,205,4,0,0,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07793,Lost Vape Orion Plus Kit Blue Stabwood,126,220,220,32,0,0,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07794,Lost Vape Orion Plus Kit Black Ocean Scallop,248,592,106,141,167,592,234,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07795,Lost Vape Orion Plus Kit Black Textured Carbon Fiber,158,237,88,141,167,237,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07796,Lost Vape Orion Plus Kit Gold Gold Abalone,92,121,72,100,121,75,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07797,Lost Vape Orion Plus Kit Gold Textured Carbon Fiber,113,238,58,71,58,238,138,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07798,Lost Vape Orion Plus Kit Blue Ocean Scallop,50,84,63,84,2,0,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07799,Lost Vape Orion Plus Kit Blue Textured Carbon Fiber,125,247,53,49,70,247,205,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07800,Lost Vape Orion Plus Kit Silver Ocean Scallop,153,293,59,76,83,293,254,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07801,Lost Vape Orion Plus Kit Silver Textured Carbon Fiber,111,195,48,72,70,168,195,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07802,Lost Vape Orion Plus Kit Purple Phoenix,24,46,46,0,1,0,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07803,Lost Vape Orion Plus Kit Purple Ocean Scallop,60,94,83,94,58,6,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07804,Lost Vape Orion Plus Kit Purple Textured Carbon Fiber,97,220,53,74,42,220,0,0,0,0,0,0,0,0,0,Lost Vape,,Pod Device
H07805,Lost Vape Orion Plus Coil 0.25ohm (Pack of 5),467,822,0,400,178,822,0,0,0,0,0,0,0,0,0,Lost Vape,,Coils
H07806,Lost Vape Orion Plus Coil 0.5ohm (Pack of 5),558,1168,693,396,405,128,1168,0,0,0,0,0,0,0,0,Lost Vape,,Coils
H07807,Lost Vape Orion Plus Pod,809,1146,704,966,1082,1146,148,0,0,0,0,0,0,0,0,Lost Vape,,Pods & Cartridges
H07808,GeekVape Aegis Legend Mod Limited Edition Zeus Gunmetal,172,266,266,78,0,0,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07809,GeekVape Zeus Sub-Ohm Tank Black,170,324,324,74,201,202,50,0,0,0,0,0,0,0,0,GeekVape,,Tanks
H07810,GeekVape Zeus Sub-Ohm Tank Rainbow,114,284,284,164,94,3,25,0,0,0,0,0,0,0,0,GeekVape,,Tanks
H07811,GeekVape Zeus Sub-Ohm Tank Stainless Steel,80,116,116,82,0,102,20,0,0,0,0,0,0,0,0,GeekVape,,Tanks
H07812,GeekVape Zeus Sub-Ohm Tank Gunmetal,198,488,150,299,1,488,51,0,0,0,0,0,0,0,0,GeekVape,,Tanks
H07813,GeekVape Zeus Sub-Ohm Tank Blue,100,231,214,231,1,4,50,0,0,0,0,0,0,0,0,GeekVape,,Tanks
H07814,GeekVape Zeus Sub-Ohm Tank Red,83,139,139,59,0,103,30,0,0,0,0,0,0,0,0,GeekVape,,Tanks
H07815,GeekVape Zeus Sub-Ohm Tank Gold,98,197,171,197,2,0,20,0,0,0,0,0,0,0,0,GeekVape,,Tanks
H07816,YoCan UNI Mod Smoky Gray,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H07817,YoCan UNI Mod White,45,74,46,74,16,0,0,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H07818,YoCan UNI Mod Mint Green,54,65,42,65,0,0,0,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H07819,Exxus Snap VV Alternative Vaporizer Full Color,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,Exxus,,Alternatives
H07820,Advken Manta RTA Replacement Bulb Glass,9,19,19,12,3,0,1,0,0,0,0,0,0,0,0,Advken,,Replacement Glass
H07822,SMOK D-Barrel Mod Prism Blue,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07823,SMOK D-Barrel Mod Red,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Mods
H07829,SMOK Novo Tester Protective Sleeve,19,27,19,17,25,7,27,0,0,0,0,0,0,0,0,SMOK,,Accessories
H07830,MOTI Display Case,70,206,2,206,2,0,0,0,0,0,0,0,0,0,0,,,
H07831,Hellvape Single Core Hellcoil H7-02 (Pack of 3),27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,Hellvape,,Coils
H07832,Hellvape Quad Core Hellcoil H7-03 (Pack of 3),118,180,88,97,106,180,0,0,0,0,0,0,0,0,0,Hellvape,,Coils
H07836,Rincoe Tix Pod Device Kit Galaxy UK Flag,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,Rincoe,,Pod Device
H07838,Rincoe Tix Pod Device Kit Blazing Skull,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,Rincoe,,Pod Device
H07840,Rincoe Tix Chain Necklace,175,348,348,0,2,0,0,0,0,0,0,0,0,0,0,Rincoe,,Accessories
H07841,Rincoe Tix Mesh Coil (Pack of 3),4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Rincoe,,Coils
H07842,Geekvape Aegis X Kit Classic Silver,146,274,179,75,199,274,2,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07843,Geekvape Aegis X Kit Stealth Black,83,199,48,0,0,199,1,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07844,Geekvape Aegis X Kit Gunmetal Camo,107,169,129,31,100,169,0,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07845,Geekvape Aegis X Kit Red Black,82,176,69,0,0,176,2,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07846,Geekvape Aegis X Kit Green Black,43,100,67,1,100,44,1,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07847,Geekvape Aegis X Kit Gold Black,76,150,29,0,0,150,50,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07848,Geekvape Aegis X Kit Signature Orange,116,223,39,0,199,223,2,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07849,Geekvape Aegis X Kit Rainbow Black,120,161,0,0,79,161,0,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07850,IMREN 18650 Battery 3000mAh 40A Golden (Pack of 2),149,300,114,78,103,0,300,0,0,0,0,0,0,0,0,IMREN,,Batteries
H07851,Psyclone Mods Sqevo Mod Black,11,18,18,0,3,0,0,0,0,0,0,0,0,0,0,Psyclone Mods,,Mods
H07852,Psyclone Mods Sqevo Mod White,7,11,11,0,3,0,0,0,0,0,0,0,0,0,0,Psyclone Mods,,Mods
H07853,Psyclone Mods Sqevo Squonk Bottle,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,Psyclone Mods,,Accessories
H07854,The Gem Portable JUUL Charger,7,12,9,12,2,8,5,0,0,0,0,0,0,0,0,The Gem,,Chargers
H07855,SMOK Nord Pod Device Kit 7-Color Spray,68,100,100,50,82,41,0,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07856,Dotmod dotAIO Replacement Coils 0.3ohm (Pack of 5),75,123,123,27,0,0,0,0,0,0,0,0,0,0,0,dotMod,,Coils
H07857,Dotmod dotAIO Replacement Coils 1.6ohm (Pack of 5),25,42,42,21,28,9,0,0,0,0,0,0,0,0,0,dotMod,,Coils
H07862,TWST Pods Iced Fruit Punch (Pack of 4),2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Twist E-Liquids,,Pods & Cartridges
H07863,TWST Pods Iced Madness (Pack of 4),1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Twist E-Liquids,,Pods & Cartridges
H07873,Joyetech Teros Pod Device Kit Black,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,Joyetech,,Pod Device
H07876,IMREN 10000mAh Power Bank Black,4,5,5,4,5,2,5,0,0,0,0,0,0,0,0,IMREN,,Charger
H07879,Aspire K2 Sub-Ohm Tank Stainless Steel,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,Aspire,,Tanks
H07880,Aspire K2 Sub-Ohm Tank Black,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,Aspire,,Tanks
H07882,BMI Micro Pod Device Kit,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,BMI,,Pod Device
H07883,Aspire AVP Pod Device Kit White,10,14,6,14,0,0,0,0,0,0,0,0,0,0,0,Aspire,,Pod Device
H07884,SMOK Novo 2 Pod Device Kit 7-Color,361,562,498,141,354,562,249,0,0,0,0,0,0,0,0,SMOK,,Pod Device
H07885,BMI M8te Disposable Vape Sampler Pack,27,74,74,27,3,3,0,0,0,0,0,0,0,0,0,BMI,,Disposable Vape
H07886,MLV Phix Starter Kit (Pods Included),29,36,0,0,0,0,0,31,32,30,25,11,29,27,36,MLV,50,Pod Device
H07891,SMOK Novo 2 Quartz Coil Pod 1.4ohm (Pack of 3),2261,4553,1445,4553,2310,4,2995,0,0,0,0,0,0,0,0,SMOK,,Pods & Cartridges
H07893,SMOK Vape Pen  22 Replacement Glass,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Replacement Glass
H07900,Puff Bar Lychee Ice 5% Nicotine,632,1000,823,1000,0,377,329,0,0,0,0,0,0,0,0,PUFF,,Disposable Vape
H07901,Puff Bar Sour Apple 5% Nicotine,423,732,14,500,0,732,445,0,0,0,0,0,0,0,0,PUFF,,Disposable Vape
H07902,Puff Bar Pomegranate 5% Nicotine,482,660,0,0,0,660,304,0,0,0,0,0,0,0,0,PUFF,,Disposable Vape
H07903,Puff Bar Grape 5% Nicotine,437,857,10,500,0,857,381,0,0,0,0,0,0,0,0,PUFF,,Disposable Vape
H07904,Puff Bar Cucumber 5% Nicotine,94,230,31,0,0,230,20,0,0,0,0,0,0,0,0,PUFF,,Disposable Vape
H07908,VooPoo PnP M1 Coil 0.45ohm (Pack of 5),206,211,201,0,0,0,211,0,0,0,0,0,0,0,0,VOOPOO,,Coils
H07909,GeekVape Aegis X Mod Classic Silver,78,115,115,92,26,0,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07912,GeekVape Aegis X Mod Green Black,202,402,402,0,1,0,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07913,GeekVape Aegis X Mod Gold Black,46,120,120,18,1,0,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07914,GeekVape Aegis X Mod Signature Orange,211,403,403,19,0,0,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07915,GeekVape Aegis X Mod Rainbow Black,81,205,205,93,2,23,0,0,0,0,0,0,0,0,0,GeekVape,,Mods
H07917,Samsung 18650 25R 2500mAh (Pack of 2),2658,4063,2008,3178,1991,2051,4063,0,0,0,0,0,0,0,0,Samsung,,Batteries
H07919,Yocan Uni Pro Alternative Vaporizer Silver,147,147,147,0,0,0,0,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H07920,Yocan Uni Pro Alternative Vaporizer White,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H07921,Yocan Uni Pro Alternative Vaporizer Dark Champagne,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H07922,Yocan Uni Pro Alternative Vaporizer Blue,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H07923,Yocan Uni Pro Alternative Vaporizer Red,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H07924,VooPoo PnP VM1 Coil 0.3ohm (Pack of 5),611,805,350,0,0,805,679,0,0,0,0,0,0,0,0,VOOPOO,,Coils
H07925,GeekVape Aegis Squonk Kit Black,30,30,0,0,0,30,0,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07926,GeekVape Aegis Squonk Kit Silver,45,107,51,107,10,10,0,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07927,GeekVape Aegis Squonk Kit Green,21,31,31,2,0,30,0,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07928,GeekVape Aegis Squonk Kit Chameleon,33,53,45,53,0,1,0,0,0,0,0,0,0,0,0,GeekVape,,Kits
H07931,Vandy Vape Swell Kit G10 Resin Green Anaconda,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,,Kits
H07932,Vandy Vape Swell Kit G10 Resin Blue Iguana,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,,Kits
H07933,Vandy Vape Swell Kit G10 Resin Brown Alligator Snapper,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,,Kits
H07934,Vandy Vape Swell Kit G10 Resin Obsidian Black,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,,Kits
H07935,Vandy Vape Swell Kit G10 Resin Red Arowana,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,,Kits
H07936,Vandy Vape Swell Kit G10 Resin Swamp Green,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,,Kits
H07938,Vandy Vape Swell Kit G10 Resin Rock Black,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,,Kits
H07939,Vandy Vape Swell Kit G10 Resin Wave Blue,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Vandy Vape,,Kits
