SKU,NAME,Est. Monthly,MAX,January-20,February-20,March-20,April-20,May-20,May-19,June-19,July-19,August-19,September-19,October-19,November-19,December-19,Vendor,Case Lot,Category
B000009,Kilo Fruit Whip 2x60ml 3MG,13,21,21,5,0,0,0,0,0,0,0,0,0,0,0,Kilo,,E-liquid
B000010,Kilo Fruit Whip 2x60ml 6MG,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Kilo,,E-liquid
B000012,Kilo Cereal Milk 2x60ml 3MG,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,Kilo,,E-liquid
B000021,Kilo Tru Blue 2x60ml 3MG,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,Kilo,,E-liquid
B000022,Kilo Tru Blue 2x60ml 6MG,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,Kilo,,E-liquid
B000024,Chubby Bubble Vapes Bubble Strawberry 2x60ml 3MG,4,5,5,0,2,0,0,0,0,0,0,0,0,0,0,Chubby Bubble Vapes,,E-liquid
B000025,Chubby Bubble Vapes Bubble Strawberry 2x60ml 6MG,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Chubby Bubble Vapes,,E-liquid
B000026,Chubby Bubble Vapes Bubble Purp 2x60ml 3MG,41,61,61,0,21,0,0,0,0,0,0,0,0,0,0,Chubby Bubble Vapes,,E-liquid
B000027,Chubby Bubble Vapes Bubble Purp 2x60ml 0MG,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,Chubby Bubble Vapes,,E-liquid
B000028,Chubby Bubble Vapes Bubble Purp 2x60ml 6MG,4,7,7,3,0,1,0,0,0,0,0,0,0,0,0,Chubby Bubble Vapes,,E-liquid
B000029,Chubby Bubble Vapes Bubble Razz 2x60ml 0MG,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,Chubby Bubble Vapes,,E-liquid
B000030,Chubby Bubble Vapes Bubble Razz 2x60ml 3MG,14,23,15,23,5,0,0,0,0,0,0,0,0,0,0,Chubby Bubble Vapes,,E-liquid
B000031,Chubby Bubble Vapes Bubble Razz 2x60ml 6MG,7,14,14,2,4,0,0,0,0,0,0,0,0,0,0,Chubby Bubble Vapes,,E-liquid
B000032,VGOD Luscious 2x60ml 0MG,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,VGOD,,E-liquid
B000033,VGOD Luscious 2x60ml 3MG,4,10,10,2,1,0,0,0,0,0,0,0,0,0,0,VGOD,,E-liquid
B000035,VGOD Lush ICE 2x60ml 0MG,4,5,5,3,0,0,4,0,0,0,0,0,0,0,0,VGOD,,E-liquid
B000036,VGOD Lush ICE 2x60ml 3MG,7,14,10,14,3,2,5,0,0,0,0,0,0,0,0,VGOD,,E-liquid
B000037,VGOD Lush ICE 2x60ml 6MG,7,10,9,10,4,1,10,0,0,0,0,0,0,0,0,VGOD,,E-liquid
B000038,Bad Drip Bad Blood 2x60ml 0MG,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000039,Bad Drip Bad Blood 2x60ml 3MG,12,20,6,5,12,15,20,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000040,Bad Drip Bad Blood 2x60ml 6MG,4,7,3,2,2,7,0,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000041,Bad Drip Cereal Trip 2x60ml 0MG,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000042,Bad Drip Cereal Trip 2x60ml 3MG,14,40,4,40,9,8,8,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000043,Bad Drip Cereal Trip 2x60ml 6MG,7,11,3,7,5,11,0,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000044,Bad Drip Farley's Gnarly Sauce 2x60ml 0MG,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000045,Bad Drip Farley's Gnarly Sauce 2x60ml 3MG,33,47,47,33,0,18,35,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000046,Bad Drip Farley's Gnarly Sauce 2x60ml 6MG,19,31,26,19,31,14,4,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000047,Bad Drip God Nectar 2x60ml 0MG,4,10,0,10,3,1,1,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000048,Bad Drip God Nectar 2x60ml 3MG,59,119,77,119,5,19,74,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000049,Bad Drip God Nectar 2x60ml 6MG,27,41,37,41,31,13,12,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000050,Bad Drip Ugly Butter 2x60ml 0MG,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000051,Bad Drip Ugly Butter 2x60ml 3MG,6,10,10,1,4,10,0,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000052,Bad Drip Ugly Butter 2x60ml 6MG,4,7,6,1,2,7,0,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000053,Bad Drip Don't Care Bear 2x60ml 0MG,4,6,4,6,0,1,0,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000054,Bad Drip Don't Care Bear 2x60ml 3MG,34,66,66,57,10,6,30,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000055,Bad Drip Don't Care Bear 2x60ml 6MG,17,24,24,17,14,12,19,0,0,0,0,0,0,0,0,Bad Drip,,E-liquid
B000057,Bear Graham Eliquid Grizzly 2x60ml 3MG,3,5,1,0,4,1,5,0,0,0,0,0,0,0,0,Bear Graham,,E-liquid
B000058,Bear Graham Eliquid Grizzly 2x60ml 6MG,4,7,0,0,1,0,7,0,0,0,0,0,0,0,0,Bear Graham,,E-liquid
B000059,Eightcig MOJO Bundle (30pcs),11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,,,
B000060,Podstick Bundle,11,22,22,2,15,15,1,0,0,0,0,0,0,0,0,,,
B000061,Magma Mystery Box 1 Pod Device + 1 Nicotine Salt Juice,73,96,64,0,96,60,0,0,0,0,0,0,0,0,0,EightVape,,Mystery Box
B000062,Magma Mystery Box 2 Pod Devices + 1 Nicotine Salt Juice,78,151,63,10,87,151,0,0,0,0,0,0,0,0,0,EightVape,,Mystery Box
B000063,Magma Mystery Box Nicotine Salt E-Liquid 15MG-35MG (90mL Total),54,100,100,10,0,88,17,0,0,0,0,0,0,0,0,EightVape,,E-liquid
B000064,Magma Mystery Box Nicotine Salt E-Liquid 36MG-50MG (90mL Total),28,71,71,10,0,15,14,0,0,0,0,0,0,0,0,EightVape,,E-liquid
B000065,Magma Holiday Mystery Box LE#1 (1 MOJO + 1 Starter Kit + 1 Eliquid),35,63,63,10,32,0,0,0,0,0,0,0,0,0,0,EightVape,,Mystery Box
B000066,Magma Holiday Mystery Box LE#2 (1 MOJO + 2 Starter Kits + 1 Eliquid),72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,EightVape,,Mystery Box
B000067,Magma Mystery Box Regular E-Liquid 0MG (240mL-300mL Total),84,139,84,1,139,132,62,0,0,0,0,0,0,0,0,EightVape,,E-liquid
B000068,Magma Mystery Box Regular E-Liquid 3MG (240mL-300mL Total),148,425,425,0,84,48,36,0,0,0,0,0,0,0,0,EightVape,,E-liquid
B000069,Magma Mystery Box Regular E-Liquid 6MG (240mL-300mL Total),239,563,273,1,563,308,50,0,0,0,0,0,0,0,0,EightVape,,E-liquid
H00003,528 Custom Goon 1.5 - SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528 Customs,30,RDA
H00009,Vandy Vape Pulse BF Box Mod - Red,15,23,0,0,0,0,0,7,23,0,0,0,0,0,0,Vandy Vape,0,Mods
H00010,Vandy Vape Pulse BF Box Mod - Cyan,10,18,0,0,0,0,0,11,18,1,0,0,0,0,0,Vandy Vape,0,Mods
H00016,Eleaf ICare Mini PCC Full Kit - Cyan,18,23,0,0,0,0,0,13,23,0,0,0,0,0,0,Eleaf,0,Pod Device
H00024,iJOY Limitless RDTA Purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,RDTA
H00026,iJoy Tornado Hero Sub-Ohm RTA Tank - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,RTA
H00030,KangerTech OCC Nicr Coils 0.5 (Pack of 5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KangerTech,0,Coils
H00033,Kanger Subvod-C Kit Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KangerTech,0,Kits
H00048,Smok TFV8 Baby V8-M2 Coil 0.15 Ohm (Pack of 5),511,730,730,353,612,100,0,608,527,499,642,322,573,377,597,SMOK,160,Coils
H00049,Smok Vape Pen 22 Kit - Rainbow,51,117,26,32,19,51,50,52,85,117,0,67,52,36,57,SMOK,50,Kits
H00068,Vaporesso Ceramic EUC Coil (0.5ohm)(Pack of 5),105,464,144,4,9,150,0,0,0,1,188,464,220,122,4,Vaporesso,100,Coils
H00069,Vaporesso Traditional EUC  Coil Clapton (0.4ohm) (Pack of 5),9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,Vaporesso,0,Coils
H00070,Vaporesso Traditional EUC  Coil Clapton (0.5ohm) (Pack of 5),34,59,0,0,0,0,0,46,37,33,30,26,25,59,34,Vaporesso,0,Coils
H00082,Wismec Reux Tank (Standard) - Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Tanks
H00088,Yocan Evolve Plus Coil (Quartz Dual Coil) (Pack of 5),116,228,53,62,228,182,57,0,0,0,0,0,0,0,0,Yocan,,Alternatives
H00091,Asmodus Drip Tip - Dinky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
H00093,Asmodus Drip Tip - 510 Stumpy,70,113,97,8,0,0,0,40,69,82,60,113,65,73,71,asMODus,0,Drip Tips
H00094,Asmodus Drip Tip - V2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
H00100,Asmodus Minikin v2 180W touch Screen Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,0,Mods
H00101,Aspire Nautilus 2 Tank - Black,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,Aspire,50,Tanks
H00102,Aspire Nautilus 2 Tank - Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aspire,50,Tanks
H00103,Aspire Nautilus 2 Tank - Silver,15,20,0,0,0,0,0,16,17,12,6,16,20,0,0,Aspire,50,Tanks
H00107,Aspire BVC K1 Coils 2.1ohm (Pack of 5),25,125,0,0,0,0,0,16,23,17,18,16,37,39,125,Aspire,100,Coils
H00111,Digi Flavor Pharaoh RTA - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Digiflavor,0,RTA
H00114,Eleaf Dual Coil 0.25 Ohm (Pack of 5),28,113,113,0,0,0,0,30,63,34,25,14,11,7,16,Eleaf,0,Coils
H00120,HorizonTech Duos Tiger Coil (Pack of 3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Horizontech,50,Coils
H00121,HorizonTech Duos Clapton Coil (Pack of 3),4,31,5,0,0,0,0,5,1,3,6,3,5,1,31,Horizontech,50,Coils
H00122,HorizonTech Duos Quad Coil (Pack of 3),4,20,0,0,0,0,0,7,1,3,3,1,5,2,20,Horizontech,50,Coils
H00125,HorizonTech Duos Replacement Glass - Orange,2,3,3,0,1,0,0,2,1,3,0,2,0,0,0,Horizontech,50,Replacement Glass
H00126,HorizonTech Duos Replacement Glass - Green,2,3,1,0,0,0,0,0,0,0,0,0,0,3,0,Horizontech,50,Replacement Glass
H00132,IJOY Replacement IMC-Coil 3 (0.15 Ohm) for COMBO/Limitless RDTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Coils
H00133,iJoy XL-C2 Coil 0.3 Ohm (Pack of 3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Coils
H00134,iJoy XL-C3 Light up Chip Coil 0.2 Ohm (Pack of 3),23,55,23,0,0,0,0,21,55,45,7,15,29,11,19,iJoy,0,Coils
H00135,iJoy EXO XS-C1 Replacement Coil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,iJoy,0,Coils
H00137,iJoy V12-C12 Coil 0.12 Ohm (Pack of 3),28,108,108,6,0,0,0,16,19,33,23,29,40,23,40,iJoy,0,Coils
H00138,iJoy Cigpet ECO12 Tank - Black,156,430,0,0,0,0,0,13,26,430,0,0,0,0,0,iJoy,0,Tanks
H00139,iJoy Cigpet ECO12 Tank - Silver,66,404,0,0,0,1,0,15,11,243,404,113,4,0,8,iJoy,0,Tanks
H00141,JoyeTech Ego AIO  Kit- Crackle D,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Joyetech,,Kits
H00144,JoyeTech Ego AIO  Kit- Crackle B,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Joyetech,,Kits
H00147,KangerTech SSOCC Coil 1.2 (Pack of 5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KangerTech,0,Coils
H00151,(Small Size) Kangertech SSOCC Clapton Coils (Pack of 5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KangerTech,0,Coils
H00152,Phix Original Tobacco Pods,157,264,90,0,0,0,0,206,44,150,133,134,215,264,173,,50,
H00153,Phix Ice Tobacco Pods,69,162,54,5,0,0,0,48,58,162,100,104,66,76,42,MLV,50,Pods & Cartridges
H00154,Phix Butterscotch Pods,104,352,352,0,0,0,0,103,98,71,43,176,62,101,119,,50,
H00155,Phix Hard Strawberry Pods,126,347,347,25,0,0,0,138,164,167,210,94,84,91,61,,50,
H00156,Phix Spearmint Pods,133,186,172,0,0,0,0,98,74,186,89,127,161,167,114,,50,
H00160,Sigelei Wildfox Cartridge (Pack of 2) 0.5Ohm,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Sigelei,0,Coils
H00163,Smok TFV8 Baby V8-Q2 Coil 0.6Ohm (Pack of 5),303,853,414,501,0,136,853,259,237,180,236,279,346,207,367,SMOK,200,Coils
H00166,Smok V12-X4 Coil (Pack of 3),37,74,31,26,74,29,71,46,38,44,18,16,52,32,19,SMOK,0,Coils
H00167,Smok V12-T12 Coil (Pack of 3),82,231,8,106,54,231,140,126,106,98,65,38,37,0,50,SMOK,160,Coils
H00169,Smok V12-Q4 Coil (Pack of 3),107,183,55,98,70,132,183,149,159,176,117,66,5,102,49,SMOK,160,Coils
H00170,Smok V12-T6 Coil (Pack of 3),45,138,100,0,0,29,138,13,39,38,37,29,0,0,0,SMOK,160,Coils
H00171,Smok V12-T8 Coil (Pack of 3),59,113,37,36,46,113,18,46,44,34,105,10,92,76,112,SMOK,0,Coils
H00173,Smok TF-T4 Coil 0.46 Ohm (Pack of 5),11,122,10,0,0,0,0,2,7,0,12,14,5,15,122,SMOK,0,Coils
H00176,Smok Stick V8 Kit - Gold,21,50,9,9,1,0,0,36,50,1,20,40,0,15,35,SMOK,50,Kits
H00180,Smok Stick V8 Kit - Carbon Fiber,40,78,0,0,0,0,0,78,2,0,0,0,0,0,0,SMOK,50,Kits
H00181,Smok Stick V8 Kit - Jungle Camo,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,SMOK,50,Kits
H00182,Smok Stick V8 Kit - Rasta Red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Kits
H00183,Smok TFV8 Baby V8-M2 Coil 0.25Ohm (Pack of 5),491,765,640,439,267,459,736,765,287,435,546,358,663,237,566,SMOK,160,Coils
H00190,Vape Pen 22 Replacement Glass (Pack of 3),64,164,35,148,133,13,1,0,1,114,19,0,17,164,99,SMOK,100,Replacement Glass
H00194,Smpo Kit - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMPO,0,Pod Device
H00195,Smpo Pod Menthol Flavour,24,177,177,9,0,0,0,31,7,14,1,0,0,44,40,SMPO,0,Pods & Cartridges
H00196,Smpo Pod Tobacco Flavour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
H00197,Smpo Pod Fruit Flavour,35,60,0,0,0,0,0,20,24,19,60,0,0,50,0,,0,
H00198,Uwell Crown 3 III Sub-Ohm Tank - Matte Black,25,26,0,0,0,0,0,26,23,0,0,0,0,0,0,Uwell,0,Tanks
H00199,Uwell Crown 3 III Sub-Ohm Tank - SS,5,20,1,17,1,0,0,10,20,0,1,2,1,0,0,Uwell,0,Tanks
H00200,Uwell Crown 3 III Sub-Ohm Tank - Sapphire Blue,7,11,1,11,8,0,0,0,0,0,0,0,0,0,0,Uwell,,Tanks
H00206,Vaporesso Traditional EUC  Coil Clapton (0.3ohm) (Pack of 5),17,118,0,0,0,0,0,15,13,118,5,5,15,26,29,Vaporesso,0,Coils
H00216,Wismec Predator 228 Kit - White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wismec,0,Kits
H00218,Wismec NS Triple 0.25 Ohm Head (Pack of 5),15,368,48,368,9,0,0,16,3,8,10,0,14,9,3,Wismec,0,Coils
H00234,Ultroner x Asmodus Luna Squonker Box Mod Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,60,Mods
H00235,Ultroner x Asmodus Luna Squonker Box Mod Green,7,19,1,0,0,0,0,0,0,0,0,0,0,1,19,asMODus,60,Mods
H00236,Ultroner x Asmodus Luna Squonker Box Mod Mosaic Black,10,14,6,0,0,0,0,0,0,0,0,0,0,0,14,asMODus,60,Mods
H00237,Ultroner x Asmodus Luna Squonker Box Mod Mosaic Red,3,8,8,0,2,1,0,0,0,0,0,0,0,0,1,asMODus,60,Mods
H00238,Ultroner x Asmodus Luna Squonker Box Mod Mosaic White,7,12,12,0,1,0,0,0,0,0,0,0,0,0,7,asMODus,0,Mods
H00239,Ultroner x Asmodus Luna Squonker Box Mod Purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,60,Mods
H00240,Ultroner x Asmodus Luna Squonker Box Mod Red,6,10,10,3,3,4,0,0,0,0,0,0,0,0,8,asMODus,60,Mods
H00243,Asmodus Zesthia RTA Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,0,RTA
H00245,Asmodus Zesthia RTA Silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asMODus,0,RTA
H00246,Smok G-Priv 2 Kit Luxe Edition-Gold,13,23,20,13,1,0,0,12,0,0,12,11,14,6,23,SMOK,50,Kits
H00247,Smok G-Priv 2 Kit Luxe Edition-Gunmetal,20,34,0,0,0,0,0,0,0,0,17,11,24,34,14,SMOK,50,Kits
H00248,Smok G-Priv 2 Kit Luxe Edition-Chrome,16,43,43,10,0,0,0,36,19,2,0,3,9,5,30,SMOK,50,Kits
H00249,Minikin V2 Mod - Grit Gold,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,asMODus,0,Mods
H00260,Smok Stick V8 Kit - red,23,52,23,7,0,0,0,29,0,0,10,52,28,23,22,SMOK,50,Kits
H00261,Smok Stick V8 Kit - purple,13,28,28,11,1,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H00265,Smok G150 Kit - Silver with Black Trim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,0,Kits
H00270,SmokTech Majesty Kit - Red Carbon Fiber,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,SMOK,0,Kits
H00271,Smok TFV12 Prince Tank - Pink,14,38,0,0,0,0,0,14,5,21,38,3,21,17,8,SMOK,50,Tanks
H00272,Smok TFV12 Prince Tank - Matt Black,33,80,47,0,80,0,0,49,2,32,18,0,10,40,0,SMOK,50,Tanks
H00274,Smok TFV12 Prince Tank - Gunmetal,41,109,0,0,0,0,0,16,109,31,48,2,0,0,0,SMOK,50,Tanks
H00278,Smoant Battlestar 200W Mod - Copper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Smoant,0,Mods
H00286,VooPoo Drag Mod - Silver/Jade,46,73,0,0,0,0,0,65,17,27,73,0,0,0,0,VOOPOO,50,Mods
H00288,Brillipower 50A 3100mAh 18650 - Blue,193,363,356,47,63,336,2,91,174,95,363,340,339,0,92,Brillipower,90,Batteries
H00290,Blackcell BU2 Charger,209,228,228,197,203,0,0,0,0,0,0,0,0,0,0,Blackcell,,Chargers
H00295,Blackcell 2 Bay Battery Case,228,552,490,552,274,379,15,11,345,253,117,45,311,172,112,Blackcell,0,Accessories
H00301,Armageddon Apocalypse RDA V2 - Brass,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,Armageddon,,RDA
H00314,CoilMaster Skynet,161,249,181,153,0,0,0,137,138,91,113,238,249,0,164,Coil Master,100,Coils
H00337,Samsung 30Q 3000mah,1137,1463,975,1463,1419,713,1114,0,0,0,0,0,0,0,0,Samsung,,Batteries
H00353,Smok Alien Mod ONLY - White with Red Trim,50,59,0,0,0,0,0,59,40,50,0,0,0,0,0,SMOK,30,Mods
H00364,Smok T-Priv Kit - Silver/Black,29,58,0,0,0,0,0,58,40,14,0,2,0,0,0,SMOK,50,Kits
H00365,Smok T-Priv Kit - Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,50,Kits
H00366,Smok T-Priv Kit - Gold/Red,4,8,0,0,0,0,0,0,2,8,1,0,0,0,0,SMOK,50,Kits
H00367,Smok Alien Mod ONLY  - Red&Black Trim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,30,Mods
H00370,Smok T-Priv Mod ONLY - Auto Orange,46,84,84,7,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H00373,Vaporesso GT4 Coil 0.15ohm (Pack of 3),265,909,279,151,27,399,0,227,389,323,909,140,131,316,299,Vaporesso,0,Coils
H00375,Vaporesso Ceramic EUC Coil (0.3ohm)(Pack of 5),96,335,152,49,0,149,1,65,4,32,118,335,69,66,258,Vaporesso,100,Coils
H00376,Vaporesso Cascade Tank SS,13,75,0,0,75,0,0,19,24,4,10,7,3,0,0,Vaporesso,50,Tanks
H00377,Vaporesso Cascade Tank Rainbow,63,124,0,0,124,1,0,0,0,0,0,0,0,0,0,Vaporesso,,Tanks
H00378,Vaporesso Cascade Tank Blue,109,463,0,0,136,463,0,17,25,8,2,0,0,0,0,Vaporesso,50,Tanks
H00386,Joyetech Atopack Penguin Coil - 0.6ohm (Pack of 5),42,42,0,0,0,0,0,42,0,0,0,0,0,0,0,Joyetech,0,Coils
H00388,Vaporesso Revenger Kit - Rainbow,19,29,0,0,0,0,0,8,29,0,0,0,0,0,0,Vaporesso,0,Kits
H00392,"Diamond Crystal, Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airistech,0,Alternatives
H00393,"Diamond Crystal, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airistech,0,Alternatives
H00394,"Diamond Mystica 2 in 1 Kit, Gold",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airistech,0,Alternatives
H00395,"Diamond Mystica 2 in 1 Kit, Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airistech,0,Alternatives
H00396,"Diamond Mystica 2 in 1 Kit, Silver",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airistech,0,Alternatives
H00427,dotmod dotRDA 24mm - Black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DotMod,5,RDA
H00432,dotmod dotRDA 24mm - Red w/ Gold Logo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,DotMod,,RDA
H00439,dotmod dotRDA 24mm - Gold w/ Gold Logo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,DotMod,,RDA
H00441,dotmod dotBox 200w Mod - Gold,3,7,0,0,0,0,0,7,1,5,1,3,1,0,0,DotMod,5,Mods
H00443,dotmod 24mm RTA Tank - Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DotMod,5,RTA
H00444,dotmod Tank Coils - Clapton (Pack of 5),8,11,0,0,0,0,0,4,11,0,10,0,0,0,0,DotMod,5,Coils
H00464,Kado Stealth Starter Kit Red,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,Kado,0,Pod Device
H00465,Kado Stealth Starter Kit Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kado,0,Pod Device
H00466,Kado Stealth Starter Kit Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kado,0,Pod Device
H00469,Suorin Air - Black,210,551,98,100,102,323,237,551,511,450,217,43,84,86,102,Suorin,100,Pod Device
H00470,Suorin Air - Red,55,169,28,31,31,142,31,169,160,0,38,25,19,28,32,Suorin,100,Pod Device
H00471,Suorin Air - Silver,109,242,3,0,0,0,4,92,198,132,242,31,136,82,195,Suorin,100,Pod Device
H00472,Suorin Air - Gold,30,152,63,30,1,0,1,152,56,43,44,10,7,11,35,Suorin,100,Pod Device
H00473,Suorin Air - Rose Gold (Pink),50,266,12,29,1,50,60,86,266,73,43,34,64,68,27,Suorin,100,Pod Device
H00474,Suorin Air - Gun Metal,81,210,116,56,50,135,66,84,210,128,104,45,40,63,37,Suorin,100,Pod Device
H00475,Suorin Air Cartridge,2986,7085,1993,2702,453,2642,1701,7085,5301,5329,4134,731,3022,3214,2081,Suorin,0,Pods & Cartridges
H00481,Smok Priv V8 Kit - Black/Red,32,56,0,0,0,0,0,47,19,56,28,7,33,0,0,SMOK,50,Kits
H00482,Smok Priv V8 Kit - White/Rainbow,14,22,0,0,0,0,0,0,19,13,0,9,22,9,0,SMOK,50,Kits
H00483,Smok Priv V8 Kit - Black/Rainbow,23,69,0,0,0,0,0,0,6,69,0,9,30,1,0,SMOK,50,Kits
H00485,Smok Priv V8 Kit - Silver/Black,15,36,0,0,0,0,0,0,14,36,1,7,15,18,0,SMOK,50,Kits
H00486,Smok Priv V8 Kit - Gold/Red,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,SMOK,,Kits
H00489,Efest K1 Slim Charger,56,120,59,87,63,120,53,67,35,50,52,28,34,52,62,Efest,45,Chargers
H00490,Efest K2 Slim Charger,235,781,77,190,24,529,781,88,257,21,313,314,147,180,462,Efest,45,Chargers
H00493,Hohm Life 18650 22.1A 3015mAh,1926,2810,2499,2810,1041,2734,2702,1603,2283,1437,923,1629,1471,2082,1707,HohmTech,100,Batteries
H00494,Hohm Work Squared 18650 24.7A 2576mAh,348,1722,427,536,598,118,0,105,198,191,475,1722,281,436,220,HohmTech,100,Batteries
H00497,Hohm Grown 26650 4307mah,21,43,0,0,0,0,0,43,30,22,9,22,16,28,6,,100,
H00498,Naked 100 Original Lava Flow 60ml 12MG,94,186,59,77,121,181,186,112,26,82,61,49,105,91,97,Naked 100,49,E-liquid
H00499,Naked 100 Original Hawaiian P.O.G. 60ml 12MG,60,142,8,81,71,135,142,39,0,25,31,42,74,49,49,Naked 100,49,E-liquid
H00500,Naked 100 Menthol Berry 60ml 12MG (Previously Very Cool),49,105,28,50,79,105,72,41,13,36,22,22,0,47,97,Naked 100,49,E-liquid
H00501,Naked 100 Menthol Strawberry POM 60ml 12MG (Previously Brain Freeze),62,184,24,50,76,184,56,40,49,71,51,48,73,71,98,Naked 100,49,E-liquid
H00508,Smok Alien Mod ONLY  - Rainbow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMOK,30,Mods
H00510,Uwell Valyrian Tank - SS,44,80,1,0,0,0,0,70,34,17,68,28,42,80,49,Uwell,50,Tanks
H00511,Uwell Valyrian Tank - Black,70,128,1,0,0,0,0,111,52,27,97,42,107,128,51,Uwell,50,Tanks
H00512,Crown 3 Replacement Glass,26,91,91,88,10,0,0,18,18,17,17,14,8,37,19,Uwell,0,Replacement Glass
H00522,Uwell Crown 3 III Sub-Ohm Tank - Purple,11,16,0,0,0,0,0,0,0,0,16,6,9,14,0,Uwell,0,Tanks
